name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,now_cost,total_points_roll3,minutes_roll3,ict_index_roll3,season,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles
Kai Havertz,MID,Arsenal,15.4,0,0,10,1,27.5,6,0.13,0.42,0.3,0.14,340,0,0,9.7,13.2,2024-04-20T18:30:00Z,90,20,0,0,0,0,34,0,927314,1,2,0,56.0,3,166413,195222,28809,74,False,0,34,74,6.666666666666667,81.0,10.233333333333333,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,15.4,0,1,37,1,26.0,6,0.1,1.13,1.03,1.61,281,0,2,19.7,75.2,2024-04-23T19:00:00Z,71,7,0,0,0,0,34,0,927314,1,0,5,96.0,14,166413,195222,28809,74,True,0,34,74,6.0,89.33333333333333,11.366666666666667,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,8.8,1,3,40,0,23.9,6,0.26,0.67,0.41,2.37,348,2,1,12.5,62.4,2024-04-28T13:00:00Z,90,18,0,0,0,0,35,0,787861,1,3,2,39.0,13,-51391,62231,113622,74,False,0,35,74,6.0,83.66666666666667,12.733333333333334,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,8.2,1,0,23,1,35.3,6,0.16,0.43,0.27,0.37,351,0,0,10.6,20.4,2024-05-04T11:30:00Z,90,3,0,0,0,0,36,0,962251,1,0,3,50.0,5,166020,181973,15953,75,True,1,36,75,10.0,83.66666666666667,13.966666666666667,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,9.2,1,0,18,1,24.7,6,0.5,0.5,0.0,0.64,365,0,0,5.6,25.6,2024-05-12T15:30:00Z,90,14,0,0,0,0,37,0,859649,1,1,0,6.0,6,-83580,54286,137866,75,False,0,37,75,10.666666666666666,83.66666666666667,14.266666666666667,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,8.5,0,0,18,0,13.6,6,0.04,1.28,1.24,0.5,371,1,1,12.6,29.4,2024-05-19T15:00:00Z,90,9,0,0,0,0,38,0,1323693,1,1,2,83.0,6,417112,433354,16242,76,True,1,38,76,8.0,90.0,9.566666666666666,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,1.8,0,2,25,0,11.3,8,0.04,0.71,0.67,0.06,31,0,1,6.9,35.0,2023-09-03T15:30:00Z,14,14,0,0,0,0,4,0,147993,0,1,3,23.0,6,16469,29980,13511,79,True,1,4,79,1.0,1.0,3.8,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,2.5,0,0,-1,0,0.3,8,0.0,0.0,0.0,0.19,43,0,0,0.3,1.0,2023-09-17T15:30:00Z,24,9,0,0,0,0,5,0,295935,0,1,0,2.0,1,115363,139534,24171,79,False,0,5,79,3.5,7.5,5.35,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,3.0,0,0,1,0,2.6,8,0.01,0.51,0.5,1.31,51,2,0,4.5,9.6,2023-09-24T13:00:00Z,76,18,0,0,0,0,6,0,322860,1,2,2,33.0,2,21494,55836,34342,79,True,0,6,79,2.6666666666666665,13.0,3.6666666666666665,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,3.2,1,0,20,1,35.2,8,0.19,0.3,0.11,0.69,62,0,0,6.5,9.4,2023-09-30T14:00:00Z,90,3,0,0,0,0,7,0,408882,1,4,0,20.0,5,61954,92182,30228,80,False,0,7,80,3.0,38.0,3.9,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,2.2,0,0,-1,1,8.2,8,0.05,0.07,0.02,0.55,71,0,0,3.4,9.2,2023-10-08T15:30:00Z,90,13,0,0,0,0,8,0,348172,1,0,1,17.0,1,-53865,19574,73439,80,True,1,8,80,2.6666666666666665,63.333333333333336,3.766666666666667,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,3.2,0,0,6,0,0.8,8,0.0,0.27,0.27,1.3,84,2,0,1.5,0.6,2023-10-21T16:30:00Z,67,7,0,0,0,0,9,0,356346,1,2,2,14.0,2,-5821,28245,34066,79,False,0,9,79,2.6666666666666665,85.33333333333333,4.8,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,1.2,0,0,0,1,2.1,8,0.01,0.52,0.51,0.61,121,0,0,5.4,4.6,2023-11-25T17:30:00Z,65,4,0,0,0,0,13,0,232396,1,1,0,47.0,2,28803,38109,9306,78,False,0,13,78,2.6666666666666665,82.33333333333333,3.7999999999999994,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,1.5,0,0,1,1,12.0,8,0.04,0.56,0.52,0.58,131,0,0,4.9,2.6,2023-12-02T15:00:00Z,66,20,0,0,0,0,14,0,329817,1,1,2,34.0,2,94464,104270,9806,78,True,0,14,78,1.6666666666666667,74.0,3.4333333333333336,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,4.8,1,3,48,0,58.2,8,0.44,1.14,0.7,0.5,146,3,1,21.5,67.8,2023-12-05T20:15:00Z,90,12,0,0,0,0,15,0,347472,1,4,3,89.0,11,17771,36734,18963,79,False,1,15,79,2.0,66.0,3.9333333333333336,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,3.9,0,0,3,0,15.9,8,0.17,0.21,0.04,0.42,151,1,0,5.5,12.2,2023-12-09T17:30:00Z,81,2,0,0,0,0,16,0,397082,1,0,1,27.0,2,44968,62371,17403,79,False,0,16,79,5.0,73.66666666666667,10.6,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,5.7,0,3,40,1,28.3,8,0.05,0.49,0.44,0.08,161,0,1,13.3,40.8,2023-12-17T14:00:00Z,80,5,0,0,0,0,17,0,448639,1,0,2,64.0,9,43006,66290,23284,79,True,0,17,79,5.0,79.0,10.633333333333333,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,4.7,0,0,1,0,6.3,8,0.15,0.48,0.33,0.95,174,1,0,5.8,3.6,2023-12-23T17:30:00Z,77,11,0,0,0,0,18,0,535335,1,1,1,48.0,2,78935,97781,18846,80,False,0,18,80,7.333333333333333,83.66666666666667,13.433333333333332,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,5.0,0,0,8,0,51.1,8,0.27,0.73,0.46,1.48,181,2,0,11.0,16.8,2023-12-28T20:15:00Z,90,19,0,0,0,0,19,0,580454,1,2,0,42.0,1,45900,75762,29862,80,True,1,19,80,4.333333333333333,79.33333333333333,8.200000000000001,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,4.8,0,0,1,0,1.3,8,0.0,0.04,0.04,0.26,193,0,0,0.7,0.4,2023-12-31T14:00:00Z,23,10,0,0,0,0,20,0,591098,0,1,2,5.0,1,7408,61593,54185,80,False,0,20,80,4.0,82.33333333333333,10.033333333333333,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,2.1,1,0,26,1,46.9,8,0.42,0.54,0.12,0.28,201,0,0,9.3,25.8,2024-01-20T12:30:00Z,80,8,0,0,0,0,21,0,466370,1,0,5,20.0,5,-124795,32957,157752,80,True,0,21,80,1.3333333333333333,63.333333333333336,5.833333333333333,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,8.0,1,2,31,1,33.8,8,0.16,0.59,0.43,0.09,215,0,1,17.0,53.0,2024-01-30T19:30:00Z,77,16,0,0,0,0,22,0,458721,1,2,1,83.0,10,-17312,33605,50917,80,False,1,22,80,2.3333333333333335,64.33333333333333,7.0,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,1.7,0,0,2,0,2.9,8,0.12,0.17,0.05,0.11,269,0,0,3.1,4.6,2024-03-04T20:00:00Z,26,17,0,0,0,0,27,0,282502,0,6,0,23.0,1,5853,13474,7621,78,False,0,27,78,5.333333333333333,60.0,9.0,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,1.5,0,0,-1,0,0.8,8,0.01,0.01,0.0,0.44,271,0,0,0.5,2.2,2024-03-09T17:30:00Z,20,4,0,0,0,0,28,0,277255,0,1,2,2.0,1,-6592,5277,11869,78,True,0,28,78,5.333333333333333,61.0,9.8,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,1.0,0,0,5,1,17.6,8,0.26,0.45,0.19,0.71,296,0,0,4.3,4.4,2024-03-31T15:30:00Z,71,13,0,0,0,0,30,0,272279,1,0,0,21.0,1,-2291,2833,5124,78,False,1,30,78,4.0,41.0,6.866666666666667,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,2.8,1,0,6,1,13.8,8,0.06,0.44,0.38,0.38,312,0,0,5.5,3.8,2024-04-06T16:30:00Z,63,5,0,0,0,0,32,0,292416,1,3,0,37.0,5,-2721,7220,9941,77,False,0,32,77,1.0,39.0,2.6333333333333333,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,2.5,0,0,8,1,14.3,8,0.58,0.82,0.24,0.4,321,0,0,5.5,11.2,2024-04-14T15:30:00Z,78,2,0,0,0,0,33,0,293800,1,2,0,29.0,2,30,7947,7917,77,True,0,33,77,2.3333333333333335,51.333333333333336,3.4333333333333336,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,6.6,1,0,14,1,14.0,8,0.06,0.13,0.07,0.14,340,0,0,5.4,15.6,2024-04-20T18:30:00Z,79,20,0,0,0,0,34,0,324925,1,2,0,24.0,5,23567,31283,7716,77,False,0,34,77,2.6666666666666665,70.66666666666667,5.1000000000000005,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,6.6,0,0,5,0,1.1,8,0.05,0.05,0.0,0.0,281,0,0,1.0,2.4,2024-04-23T19:00:00Z,18,7,0,0,0,0,34,0,324925,0,0,5,6.0,1,23567,31283,7716,77,True,0,34,77,4.0,73.33333333333333,5.466666666666666,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,3.4,1,0,12,0,11.3,8,0.05,0.05,0.0,0.0,351,0,0,3.2,18.4,2024-05-04T11:30:00Z,4,3,0,0,0,0,36,0,292518,0,0,3,2.0,4,-10399,2336,12735,77,True,0,36,77,2.6666666666666665,58.333333333333336,3.966666666666667,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,3.2,0,0,4,0,0.3,8,0.0,0.0,0.0,0.02,365,0,0,0.5,2.4,2024-05-12T15:30:00Z,8,14,0,0,0,0,37,0,279726,0,1,0,2.0,1,-12857,1424,14281,77,False,0,37,77,3.3333333333333335,33.666666666666664,3.2000000000000006,2023-24,,,,,,,,,,,,
Gabriel Fernando de Jesus,FWD,Arsenal,2.5,0,0,6,0,12.3,8,0.06,0.1,0.04,0.0,371,0,0,2.4,4.4,2024-05-19T15:00:00Z,12,9,0,0,0,0,38,0,280711,0,1,2,7.0,1,-896,4312,5208,77,True,0,38,77,2.0,10.0,1.5666666666666667,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.2,0,0,4,0,6.7,9,0.03,0.03,0.0,0.25,21,1,0,1.1,4.2,2023-08-26T14:00:00Z,6,10,0,0,0,0,3,0,19366,0,2,2,0.0,1,-1887,652,2539,55,True,0,3,55,1.0,11.0,0.4,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,0.8,0,0,3,0,0.0,9,0.0,0.0,0.0,0.0,31,0,0,0.0,0.2,2023-09-03T15:30:00Z,1,14,0,0,0,0,4,0,18732,0,1,3,0.0,1,-1618,392,2010,54,True,0,4,54,1.0,8.5,0.75,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.3,0,0,-1,0,1.6,9,0.01,0.01,0.0,0.6,51,1,0,0.7,5.4,2023-09-24T13:00:00Z,45,18,0,0,0,0,6,0,18080,0,2,2,0.0,1,-647,260,907,54,True,0,6,54,1.0,6.0,0.5,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.2,0,0,3,0,1.3,9,0.01,0.01,0.0,0.0,62,0,0,0.5,4.0,2023-09-30T14:00:00Z,9,3,0,0,0,0,7,0,18830,0,4,0,0.0,1,280,1240,960,54,False,0,7,54,1.0,17.333333333333332,0.6,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,0.8,0,0,9,1,8.0,9,0.04,0.04,0.0,0.55,71,0,0,1.2,4.2,2023-10-08T15:30:00Z,74,13,0,0,0,0,8,0,18440,1,0,1,0.0,2,-602,371,973,54,True,1,8,54,1.0,18.333333333333332,0.39999999999999997,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,2.2,0,0,11,0,14.9,9,0.1,0.14,0.04,1.3,84,2,0,3.3,12.2,2023-10-21T16:30:00Z,67,7,0,0,0,0,9,0,18610,1,2,2,6.0,2,-177,488,665,54,False,0,9,54,1.3333333333333333,42.666666666666664,0.7999999999999999,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.3,0,0,13,0,15.8,9,0.05,0.1,0.05,1.09,107,1,0,2.5,5.8,2023-11-04T17:30:00Z,78,15,0,0,0,0,11,0,18754,1,0,1,3.0,2,-168,628,796,53,False,0,11,53,1.6666666666666667,50.0,1.6666666666666667,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,2.3,0,0,13,0,15.8,9,0.05,0.05,0.0,0.3,111,1,0,2.6,10.0,2023-11-11T15:00:00Z,90,6,0,0,0,0,12,0,19207,1,1,3,0.0,2,222,734,512,53,True,0,12,53,2.0,73.0,2.3333333333333335,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,2.2,0,0,3,0,0.0,9,0.0,0.0,0.0,0.0,121,0,0,0.1,1.0,2023-11-25T17:30:00Z,1,4,0,0,0,0,13,0,19539,0,1,0,0.0,1,58,681,623,53,False,0,13,53,2.0,78.33333333333333,2.8000000000000003,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,2.0,0,0,3,0,0.0,9,0.0,0.0,0.0,0.0,131,0,0,0.0,0.0,2023-12-02T15:00:00Z,1,20,0,0,0,0,14,0,19517,0,1,2,0.0,1,-130,403,533,53,True,0,14,53,1.6666666666666667,56.333333333333336,1.7333333333333334,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.8,1,0,16,0,17.5,9,0.21,0.22,0.01,0.05,201,0,0,4.0,21.2,2024-01-20T12:30:00Z,17,8,0,0,0,0,21,0,18373,0,0,5,1.0,4,-257,162,419,53,True,0,21,53,1.3333333333333333,30.666666666666668,0.9,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,3.0,0,0,3,0,0.3,9,0.0,0.0,0.0,0.15,215,0,0,0.1,0.4,2024-01-30T19:30:00Z,1,16,0,0,0,0,22,0,18586,0,2,1,0.0,1,2,224,222,53,False,0,22,53,2.0,6.333333333333333,1.3666666666666665,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,2.3,0,0,11,0,15.6,9,0.08,0.08,0.0,0.41,221,1,0,3.1,15.4,2024-02-04T16:30:00Z,90,11,0,0,0,0,23,0,18602,1,1,3,0.0,2,-33,95,128,53,True,0,23,53,2.0,6.333333333333333,1.3666666666666665,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.5,0,0,3,0,1.3,9,0.02,0.02,0.0,0.15,242,0,0,0.6,4.2,2024-02-17T15:00:00Z,11,6,0,0,0,0,25,0,19020,0,5,0,0.0,1,-59,301,360,53,False,0,25,53,2.3333333333333335,36.0,2.4,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,0.0,0,0,12,0,22.2,9,0.13,0.13,0.0,0.16,251,1,0,3.2,9.8,2024-02-24T20:00:00Z,88,15,0,0,0,0,26,0,18983,1,1,4,0.0,2,-122,173,295,53,True,0,26,53,1.3333333333333333,34.0,1.2666666666666668,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,3.0,0,0,14,1,17.3,9,0.16,0.16,0.0,0.13,269,0,0,3.0,12.8,2024-03-04T20:00:00Z,64,17,0,0,0,0,27,0,19098,1,6,0,0.0,3,16,252,236,53,False,0,27,53,1.6666666666666667,63.0,2.3000000000000003,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,3.0,0,0,11,0,20.4,9,0.26,0.26,0.0,0.53,271,1,0,2.6,6.0,2024-03-09T17:30:00Z,69,4,0,0,0,0,28,0,19164,1,1,2,0.0,2,-35,200,235,53,True,0,28,53,2.0,54.333333333333336,2.266666666666667,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,2.7,0,0,4,1,0.3,9,0.0,0.0,0.0,0.71,296,0,0,0.0,0.0,2024-03-31T15:30:00Z,65,13,0,0,0,0,30,0,19371,1,0,0,0.0,3,54,196,142,53,False,0,30,53,2.3333333333333335,73.66666666666667,2.9333333333333336,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,3.5,0,0,7,0,10.2,9,0.0,0.0,0.0,0.17,301,0,0,1.7,7.2,2024-04-03T18:30:00Z,5,12,0,0,0,0,31,0,19426,0,0,2,0.0,1,-3,129,132,53,True,0,31,53,2.6666666666666665,66.0,1.8666666666666665,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,4.2,1,1,25,1,14.4,9,0.56,0.56,0.0,0.53,312,0,0,4.5,24.6,2024-04-06T16:30:00Z,90,5,0,0,0,0,32,0,19391,1,3,0,6.0,7,-70,98,168,53,False,0,32,53,2.0,46.333333333333336,1.4333333333333333,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,3.5,0,0,3,0,1.8,9,0.03,0.03,0.0,0.73,321,2,0,0.5,3.2,2024-04-14T15:30:00Z,11,2,0,0,0,0,33,0,19786,0,2,0,0.0,1,275,443,168,53,True,0,33,53,3.6666666666666665,53.333333333333336,2.0666666666666664,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,6.4,0,0,4,0,1.8,9,0.02,0.02,0.0,0.0,281,0,0,1.1,9.6,2024-04-23T19:00:00Z,18,7,0,0,0,0,34,0,19896,0,0,5,0.0,1,41,308,267,53,True,0,34,53,3.0,35.333333333333336,2.233333333333333,2023-24,,,,,,,,,,,,
Jorge Luiz Frello Filho,MID,Arsenal,1.4,0,0,3,0,0.0,9,0.0,0.0,0.0,0.02,365,0,0,0.0,0.4,2024-05-12T15:30:00Z,1,14,0,0,0,0,37,0,19519,0,1,0,0.0,1,-123,93,216,53,False,0,37,53,3.0,39.666666666666664,2.033333333333333,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.2,0,0,11,0,4.7,10,0.03,0.35,0.32,0.53,21,2,0,3.5,16.0,2023-08-26T14:00:00Z,90,10,0,0,0,0,3,0,9160,1,2,2,14.0,1,-758,332,1090,44,True,0,3,44,1.0,1.0,0.1,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,3.0,0,0,25,1,1.5,10,0.02,0.02,0.0,0.03,91,0,0,1.7,13.0,2023-10-28T14:00:00Z,90,17,0,0,0,0,10,0,8667,1,0,5,2.0,6,-188,121,309,43,True,0,10,43,1.0,45.5,1.8,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,3.3,0,0,3,0,0.0,10,0.0,0.0,0.0,0.05,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,1,6,0,0,0,0,12,0,9294,0,1,3,0.0,1,-40,346,386,43,True,0,12,43,2.6666666666666665,60.333333333333336,1.7666666666666666,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.0,0,0,3,0,0.0,10,0.0,0.0,0.0,0.0,131,0,0,0.2,2.0,2023-12-02T15:00:00Z,1,20,0,0,0,0,14,0,9160,0,1,2,0.0,1,-136,140,276,43,True,0,14,43,2.6666666666666665,60.333333333333336,1.7333333333333334,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.8,0,0,8,0,4.7,10,0.02,0.07,0.05,0.48,146,3,0,1.7,10.0,2023-12-05T20:15:00Z,63,12,0,0,0,0,15,0,9201,1,4,3,2.0,1,2,203,201,43,False,0,15,43,2.6666666666666665,30.666666666666668,0.6333333333333333,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.1,0,0,5,0,0.1,10,0.0,0.0,0.0,0.02,161,0,0,0.2,2.0,2023-12-17T14:00:00Z,1,5,0,0,0,0,17,0,9086,0,0,2,0.0,1,-160,120,280,43,True,0,17,43,1.0,21.666666666666668,0.6333333333333333,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.0,0,0,6,0,1.4,10,0.01,0.01,0.0,0.55,193,1,0,1.0,8.6,2023-12-31T14:00:00Z,45,10,0,0,0,0,20,0,8896,1,1,2,0.0,1,-128,69,197,43,False,0,20,43,1.0,21.666666666666668,0.7000000000000001,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.2,0,0,3,0,0.7,10,0.0,0.0,0.0,0.05,201,0,0,0.2,1.6,2024-01-20T12:30:00Z,9,8,0,0,0,0,21,0,9087,0,0,5,0.0,1,60,597,537,43,True,0,21,43,1.0,36.333333333333336,0.9666666666666667,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.5,0,0,3,0,0.1,10,0.0,0.0,0.0,0.15,215,0,0,0.0,0.2,2024-01-30T19:30:00Z,1,16,0,0,0,0,22,0,9069,0,2,1,0.0,1,-90,160,250,43,False,0,22,43,1.0,18.333333333333332,0.4666666666666666,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.7,1,0,8,0,10.8,10,0.0,0.26,0.26,0.31,221,0,0,5.9,31.2,2024-02-04T16:30:00Z,45,11,0,0,0,0,23,0,9007,0,1,3,17.0,3,-85,74,159,43,True,1,23,43,1.0,18.333333333333332,0.39999999999999997,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,3.3,0,0,30,1,16.1,10,0.29,0.29,0.0,0.21,239,0,0,4.0,20.2,2024-02-11T14:00:00Z,90,19,0,0,0,0,24,0,9699,1,6,0,4.0,6,589,804,215,43,False,0,24,43,1.6666666666666667,18.333333333333332,2.0333333333333337,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,5.3,1,0,34,1,11.5,10,0.01,0.01,0.0,0.26,242,0,0,4.0,26.2,2024-02-17T15:00:00Z,90,6,0,0,0,0,25,0,16053,1,5,0,2.0,9,4182,5152,970,43,False,0,25,43,3.3333333333333335,45.333333333333336,3.3000000000000003,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,0.0,0,0,23,0,3.7,10,0.02,0.07,0.05,0.16,251,1,1,7.7,39.8,2024-02-24T20:00:00Z,90,15,0,0,0,0,26,0,48730,1,1,4,33.0,8,28498,31859,3361,43,True,0,26,43,6.0,75.0,4.633333333333334,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,9.7,1,1,35,1,20.3,10,0.1,0.16,0.06,0.23,269,0,0,5.9,31.0,2024-03-04T20:00:00Z,90,17,0,0,0,0,27,0,103967,1,6,0,8.0,10,59274,63279,4005,43,False,0,27,43,7.666666666666667,90.0,5.233333333333333,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,8.2,0,0,13,0,18.2,10,0.04,0.04,0.0,0.97,271,1,0,3.3,8.4,2024-03-09T17:30:00Z,78,4,0,0,0,0,28,0,156642,1,1,2,6.0,2,50679,54165,3486,43,True,0,28,43,9.0,90.0,5.866666666666667,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,6.0,0,0,20,1,10.4,10,0.03,0.03,0.0,0.71,296,0,0,2.1,8.4,2024-03-31T15:30:00Z,65,13,0,0,0,0,30,0,164308,1,0,0,2.0,6,11745,24350,12605,44,False,0,30,44,6.666666666666667,86.0,5.633333333333333,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,6.0,0,0,21,1,2.5,10,0.03,0.03,0.0,0.14,340,0,0,1.2,9.8,2024-04-20T18:30:00Z,90,20,0,0,0,0,34,0,115163,1,2,0,0.0,6,-34063,2398,36461,43,False,0,34,43,6.0,77.66666666666667,3.766666666666667,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,1.7,0,0,3,0,0.0,10,0.0,0.0,0.0,0.02,348,0,0,0.0,0.0,2024-04-28T13:00:00Z,1,18,0,0,0,0,35,0,107685,0,3,2,0.0,1,-13798,1210,15008,43,False,0,35,43,4.666666666666667,77.66666666666667,2.1999999999999997,2023-24,,,,,,,,,,,,
Jakub Kiwior,DEF,Arsenal,2.6,0,0,3,0,0.0,10,0.0,0.0,0.0,0.02,365,0,0,0.0,0.0,2024-05-12T15:30:00Z,1,14,0,0,0,0,37,0,75878,0,1,0,0.0,1,-18901,2579,21480,41,False,0,37,41,4.333333333333333,52.0,1.0999999999999999,2023-24,,,,,,,,,,,,
Gabriel Martinelli Silva,MID,Arsenal,4.5,0,0,4,1,7.3,12,0.04,0.15,0.11,0.34,12,0,0,2.4,0.0,2023-08-21T19:00:00Z,69,8,0,0,0,0,2,0,1416545,1,1,0,17.0,3,66471,122756,56285,80,False,0,2,80,5.0,85.0,7.6,2023-24,,,,,,,,,,,,
Gabriel Martinelli Silva,MID,Arsenal,3.8,0,0,12,0,8.3,12,0.11,0.65,0.54,0.53,21,2,0,9.6,12.2,2023-08-26T14:00:00Z,90,10,0,0,0,0,3,0,1386937,1,2,2,75.0,2,-55951,71354,127305,80,True,0,3,80,4.0,77.0,5.0,2023-24,,,,,,,,,,,,
Gabriel Martinelli Silva,MID,Arsenal,3.8,1,0,20,0,27.1,12,0.16,0.3,0.14,0.96,31,1,0,7.6,22.2,2023-09-03T15:30:00Z,89,14,0,0,0,0,4,0,1034988,1,1,3,27.0,5,-357493,15159,372652,80,True,0,4,80,3.3333333333333335,81.33333333333333,6.533333333333334,2023-24,,,,,,,,,,,,
Gabriel Martinelli Silva,MID,Arsenal,3.3,0,0,2,0,0.8,12,0.01,0.01,0.0,0.0,43,0,0,0.4,0.0,2023-09-17T15:30:00Z,23,9,0,0,0,0,5,0,949049,1,1,0,4.0,1,-108582,32553,141135,79,False,0,5,79,3.3333333333333335,82.66666666666667,6.533333333333334,2023-24,,,,,,,,,,,,
Gabriel Martinelli Silva,MID,Arsenal,0.8,0,0,25,0,11.5,12,0.01,0.08,0.07,0.14,71,0,1,7.7,41.2,2023-10-08T15:30:00Z,45,13,0,0,0,0,8,0,393341,0,0,1,24.0,6,-75089,1064,76153,77,True,0,8,77,2.6666666666666665,67.33333333333333,5.866666666666667,2023-24,,,,,,,,,,,,
